app_id,label_flag,label_flag_type,privacy_flag,privacy_flag_type,if_equal
luvy.love.test.funny.prediction.filter,1,,1,,
com.hotheadgames.google.beta.idle_golf,1,,1,,
com.magisterapp.dirtyfarm,1,,1,,
com.Gseeds.JekyllAndHyde,1,,1,,
com.pixsterstudio.chatgpt,1,,1,,
com.tabtale.unicorn.food,1,,1,,
com.cocoplay.first.kiss,1,,1,,
gmat.exam,1,,1,,
com.linguist.en,1,,1,,
com.dupuz.game2048.yellow,1,,1,,
com.earthcam.earthcamtv.android,1,,1,,
com.lw.my.farm.town.world.life.play,1,,1,,
com.bbg.tiwdroid,1,,1,,
com.plaidhatgames.summonerwars,1,,1,,
com.malang.store.idlefishing.allblue,1,,1,,
com.swidrinc.indianflag_wallpaper2023,1,,1,,
com.superbox.aos.dualblade,1,,1,,
com.renderedideas.idlefarmingtycoon,1,,1,,
com.best.photo.app.flower.photo.frames,1,,1,,
com.jeyluta.timestampcamerafreeent,1,,1,,
com.nirmallabs.ipl2019,1,,1,,
com.oneup.pirate.ship.arcade.platform.game.free,1,,1,,
com.gamerix.redesign.home,1,,1,,
com.kahoot.geometry,1,,1,,
com.hd.bts2,1,,1,,
com.katanlabs.worm.ioeatemall,1,,1,,
com.kamagames.craps,1,,1,,
jp.snowlife01.android.trial2_ad_blocker,1,,1,,
co.circlemedical.patient,1,,1,,
com.immediate.gardensillustrated,1,,1,,
com.abtvisuals.a005,1,,1,,
com.superplanet.archmage.global,1,,1,,
stylishletterwatchface.nameinitialonmywatch.mynameletteronwatch,1,,1,,
com.xd.truck.dangerous.road,1,,1,,
com.sony.novarama.invizimalstv,1,,1,,
com.salesforce.fieldservice.app,1,,1,,
com.funeasylearn.phrasebook.chinese_traditional,1,,1,,
nl.browney.nintydayschallenge,1,,1,,
com.jdgames.p16snew.googleplay,1,,1,,
com.games.backpack.royale,1,,1,,
com.eventsair.webster.ipbf24,1,,1,,
com.watchfacestudio.PER006_Extreme,1,,1,,
com.pulse.heartrate,1,,1,,
br.com.tapps.giraffeevolution,1,,1,,
net.modsbyben.creator,1,,1,,
sql.database.programming.coding.db.dbms,1,,1,,
com.SuperAwesome.MME,1,,1,,
solitaire.tripeaks.farm.town.adventure.card.games.free,1,,1,,
com.kigle.pororo.cook.cake,1,,1,,
com.crescentmoongames.girabox,1,,1,,
com.kahoot.algebra12,1,,1,,
house.geeky.mergeevolution,1,,1,,
dvla.dvsa.Driving.Theory.Test.lessons.UK.Car.Bike.motorcycle.Drivers,1,,1,,
com.hltcorp.strokern,1,,1,,
ru.antkarlov.zombotron,1,,1,,
com.feraset.swap,1,,1,,
com.tymate.domyos.connected,1,,1,,
com.spareroom.spareroomuk,1,,1,,
com.gameinsight.tribez3gp,1,,1,,
com.foolsdog.visionarypath,1,,1,,
com.bravestars.magic.princess.doll.dress.up,1,,1,,
com.dictionary.bs,1,,1,,
au.com.allhomes,1,,1,,
voice.to.text.com,1,,1,,
com.mobilicos.paperairplanes,1,,1,,
com.clevguard.lastseen.tracker,1,,1,,
com.innologica.proofy,1,,1,,
com.peoplefun.wordchums,1,,1,,
com.pg.oralb.oralbapp,1,,1,,
com.watchfacestudio.coronas,1,,1,,
com.watchfacestudio.yakushi_digital,1,,1,,
com.tree.idle.cat.office,1,,1,,
com.petalliance2.sea,1,,1,,
com.coreupapps.azerbaycan,1,,1,,
com.floriandraschbacher.reversetethering.pro,1,,1,,
com.areebb.Kalaam,1,,1,,
org.nanobit.lovepassion,1,,1,,
com.etoolkit.lcvideoeffects,1,,1,,
net.kusik.planets,1,,1,,
com.home.design.bingo.android,1,,1,,
com.jellysaurus.caliburknights,1,,1,,
dismount.fireballgame.escaping.mummyrun,1,,1,,
com.ig.epic.merge,1,,1,,
com.simplicity.panstwa_miasta,1,,1,,
com.watchfacestudio.key090,1,,1,,
srilakshmicinemas.ticketnew.android.ui,1,,1,,
com.ig.coffee.jam,1,,1,,
com.forefo.custom_semi_trucks_ideas,1,,1,,
com.komparato.workout,1,,1,,
com.appvisionaire.infoapp.wgia,1,,1,,
com.peoplevine.com.member.citizenhouse.com,1,,1,,
com.talkingmonkey.funtalkinggames,1,,1,,
com.watchfacestudio.art029tulipflower,1,,1,,
running.workout.weightloss,1,,1,,
air.com.qublix.taleslive,1,,1,,
com.fourpixels.aircontrol2,1,,1,,
com.esportlogo.gaminglogomaker.logomaker.pro,1,,1,,
dessert.diy.restock.games,1,,1,,
com.bus.jam.puzzle,1,,1,,
com.lastquarterstudios.catsareliquid,1,,1,,
com.playwindgames.tripletile,1,,1,,
com.estmob.android.sendy.app,1,,1,,
com.herocraft.game.free.armorage,1,,1,,
com.lunappstudio.language.alphabet,1,,1,,
app.duomevideochat.voice,1,,1,,
bibleKJV.bible.kingjamesbible,1,,1,,
com.watchfacestudio.jnd0005u,1,,1,,
com.milu.spdsmrttools,1,,1,,
wall.pilates.workout.challenge,1,,1,,
net.wargaming.wows.blitz,1,,1,,
com.secretphotoandvideolocker.galleryvault,1,,1,,
com.shaka.guide.maui,1,,1,,
com.catlab.forge2global,1,,1,,
tips.routes.peakvisor,1,,1,,
com.watchfacestudio.triodigitalwatchface,1,,1,,
com.AAA.h022,1,,1,,
la.majorplatinumcineplex.android,1,,1,,
com.yalintech.compass,1,,1,,
com.voice.gps.driving.directions.lite,1,,1,,
com.watchfacestudio.vangogh,1,,1,,
com.abi.fashion.catwalk.battle,1,,1,,
com.vestracode.driftguard,1,,1,,
com.headupgames.bridgeconstructorstunts,1,,1,,
appli.speaky.com,1,,1,,
com.keepprep.npte,1,,1,,
com.rishabhkh.batchalarm,1,,1,,
ginlemon.thedrums,1,,1,,
com.zombiehunter.zombiecatch,1,,1,,
com.glgjing.balloon,1,,1,,
kemco.execreate.dungeoncardroguepremium,1,,1,,
com.horriblegames.dragoncastle,1,,1,,
com.findphone.findmyphone.whistlefindphone,1,,1,,
org.smart_guide.smartguide.jerusalem,1,,1,,
studio.gameberry.anv,1,,1,,
com.bilibiligame.heglgp,1,,1,,
com.realis.fox.nft.token,1,,1,,
newyear.panchang.holidays.calendar.calendarforall,1,,1,,
com.triaxo.nkenne,1,,1,,
com.seresk.horizon.winter.landscape.three.watch.face,1,,1,,
com.tinyco.monsters,1,,1,,
com.dictionary.biochemistry.molecular.biology.molecularbiology,1,,1,,
org.triple.banana,1,,1,,
com.gpsmycity.android.u511,1,,1,,
com.ajaxsystems.pro,1,,1,,
com.lastmangaming.forkliftextreme2,1,,1,,
com.goto.resolve.expert,1,,1,,
cribbage.card.free,1,,1,,
com.watchfacestudio.hug,1,,1,,
com.melemoe.catlife,1,,1,,
app.rolla.one,1,,1,,
com.jee.green,1,,1,,
app.navigationwear.teswear,1,,1,,
com.ioslauncher.controlcenter.ioscontrolcenter,1,,1,,
com.YovoGames.nail3,1,,1,,
com.pandaarcade.picotanks,1,,1,,
jp.co.goodroid.hyper.miningasmr,1,,1,,
com.watchfacestudio.langar_ws106,1,,1,,
com.histudiogames.wonderwordg,1,,1,,
com.purplekiwii.vegaslive,1,,1,,
com.jackpot.fever.slots.android,1,,1,,
secretgallery.hidefiles.gallerylock,1,,1,,
com.cat.language.keyboard.wallpaper,1,,1,,
com.Alper.GravityProject,1,,1,,
com.entertaiment.christmas.noel.fakecall.santacall,1,,1,,
com.har.crm,1,,1,,
com.digilogoustc012,1,,1,,
net.gameduo.sg2,1,,1,,
com.appsfornexus.dailyisraelnews,1,,1,,
sa.gov.nic.tawakkalna,1,,1,,
com.devgame.cats.sea.adventure.kids.treasure.hunt.quest,1,,1,,
com.Suponoholdings.JigsawPuzzleEpicHdGames,1,,1,,
com.brewgames.knockoutpuzzler,1,,1,,
com.biggu.shopsavvy,1,,1,,
com.spark.crosspaths,1,,1,,
com.national.anthems.all.country.world,1,,1,,
com.yoyaworld.dollhouse,1,,1,,
com.fcg.dount.stack.maker,1,,1,,
com.Hitica.FightForAmerica,1,,1,,
com.mobeasyapp.app1330116106059,1,,1,,
com.answear.app.new,1,,1,,
com.emulator.gba.gbcfree.gameboyadvance,1,,1,,
com.Nokobot.FrozenHoneyASMR,1,,1,,
com.poqstudio.app.platform.plt,1,,1,,
ru.cherrydesign.ringsizer,1,,1,,
com.zeptolab.timetravel.free.google,1,,1,,
com.hitrolab.texttospeech.speechlab,1,,1,,
com.DVloper.Granny3,1,,1,,
com.productivity.musicdj.mixer2.sound.effect,1,,1,,
com.realguitarsimulator.learnguitar.playguitar.simplyguitar.tabsandchords.musicband,1,,1,,
com.FireproofStudios.TheRoom2,1,,1,,
com.lastpass.lpandroid,1,,1,,
com.mirai.braintest.sprunki.trickypuzzle,1,,1,,
com.fitnessmobileapps.truenorthyogapaducah,1,,1,,
com.appocalypses.metaldetectortrick,1,,1,,
com.dutchblitz,1,,1,,
com.nowwa.betrueyou2020,0,empty privacy block,1,,
com.fibelatti.photowidget,1,,1,,
com.one.bikerace.moto,1,,1,,
biblia.catolica.en.espanol.audio,1,,1,,
com.yalin.qrgeneratormanager,1,,1,,
jp.co.goodroid.hyper.bulldozerrace,1,,1,,
com.watchfacestudio.gfb,1,,1,,
com.undergroundcreative.footballchairmanpro2,1,,1,,
com.djit.bassboostforandroidfree,1,,1,,
com.productivity.applock.fingerprint.password.applocker,1,,1,,
com.ikeyboard.theme.pink.hearts.diamond,1,,1,,
com.queleas.toddlergames,1,,1,,
nl.gemeenterenkum.onswolfheze,1,,1,,
com.chrishexter.toasttheghostfull,1,,1,,
de.schildbach.wallet,1,,1,,
com.and.wild.sur.victory,1,,1,,
com.eztech.fitness,1,,1,,
co.pamobile.mcpe.autobuild,1,,1,,
com.kiloo.metroland,1,,1,,
com.watchfacestudio.hybrid_nkold,1,,1,,
com.kapron.ap.dpfmonitor,1,,1,,
com.simplicitygames.brainshowmobile,1,,1,,
com.EECNStudio.Domino,1,,1,,
ca.exam,1,,1,,
com.AAA.h034,1,,1,,
com.depthware.lwp.diffuse,1,,1,,
com.babysitter.babycare,1,,1,,
jp.co.hit_point.tsukkomi_rocket,1,,1,,
com.flashfoodapp.android,1,,1,,
painting.by.coloring.number.book,1,,1,,
com.watchfacestudio.Simplerainbow,1,,1,,
corpusnovus.silverblood.apecs,1,,1,,
com.unicostudio.whois2,1,,1,,
com.avnsoft.photoeditor.photocollage,1,,1,,
com.opensourcerer.watchface.premium.lithuaniaprogress,1,,1,,
com.gridaly.event.mastersandrobots,1,,1,,
com.musicgame.colordancinghop,1,,1,,
eu.lindentree.sounds,1,,1,,
com.petsmart.consumermobile,1,,1,,
com.alarmclock.stopwatch,1,,1,,
org.libraryforall.simplified,1,,1,,
recoverdeletedmessages.notificationhistory.notify.restoredata,1,,1,,
com.tecarta.TecartaBible,1,,1,,
com.vistana.app.marriott,1,,1,,
watch.richface.app.choffee.premium,1,,1,,
com.kobimalaki.roadsigns,1,,1,,
com.atistudios.italk.ru,1,,1,,
musicplayer.audio,1,,1,,
org.nanobit.virtuallife,1,,1,,
air.com.rosytales.babyboydailycaring,1,,1,,
com.crescentmoongames.swordshot,1,,1,,
com.puzzle.block.free.games,1,,1,,
com.iz.pirate.game.treasure.ship.island.pretend.play.wonder.king.world.town,1,,1,,
app.no_filter.nofilter,1,,1,,
com.btech.cafe.boba,1,,1,,
com.fanswerin.chairman,1,,1,,
com.freesquaregames.xsurvive,1,,1,,
number.match.puzzle.game,1,,1,,
mycity.stable,1,,1,,
com.launcher.os.launcher,1,,1,,
com.rovio.projectcake,1,,1,,
com.itg.tools.remotetv.smart,1,,1,,
com.mystylinglounge.android_glamdoll,1,,1,,
com.tabtale.phoneforkids,1,,1,,
com.watchfacestudio.kna013,1,,1,,
es.monkimun.stlrunnervegetables,1,,1,,
com.gila.game.mahjong2p,1,,1,,
com.SpellCheck.TypeandSpeak.WordPronunciationChecker,1,,1,,
ru.androidtools.skin_maker_for_mcpe,1,,1,,
global.extasy.vendor,1,,1,,
flar2.edgeblock,1,,1,,
com.happyhalloween.pumpkin.halloweenwatch.spirithalloween.halloweenskull3.watchface.wear,1,,1,,
com.GF.apcguscn.hwyad.google,1,,1,,
com.magisterapp.carsforkids,1,,1,,
com.cooking.food.voyage,1,,1,,
no.mellora.hseq.delpro,1,,1,,
com.heja.app,1,,1,,
com.casino.slots.crash,1,,1,,
ar.gob.lalinea144,1,,1,,
air.com.starfall.LearnToRead2,1,,1,,
be.vrt.ketnet.ketnet,1,,1,,
com.BFF.watchfacestudio.bff19_animationfreestyle,1,,1,,
com.draw.one.line,1,,1,,
no.mellora.hseq.ballangen,1,,1,,
com.komorebi.kakeibo,1,,1,,
net.peakgames.mobile.canakokey.android,1,,1,,
soundbooster.volumebooster.bassbooster.equalizer,1,,1,,
com.rhythmdance.taptile.ph,1,,1,,
com.Playwing.Century,1,,1,,
com.blue.light.filter.eyecare.nightmode.nightscreens,1,,1,,
com.ovilex.realdrivingsim,1,,1,,
mobacorn.com.decibelmeter,1,,1,,
com.handsomeoldtree.idlefirefightertycoon,1,,1,,
com.gpd.marineengineeringdictionary,1,,1,,
com.dvloper.slendrinax,1,,1,,
com.bimiboo.phone,1,,1,,
id.co.bri.brimola,1,,1,,
com.yesoulchina.international.bicycle,1,,1,,
com.bigcake.android.bubbledaily,1,,1,,
com.ikeyboard.theme.cutepuppy,1,,1,,
com.TapTapTales.Octonauts,1,,1,,
com.peoplevine.com.members.globalambassadorhotel.com,1,,1,,
com.playsidestudios.monkeyropes,1,,1,,
com.funcell.perfectlie,1,,1,,
com.edujoy.mashabear.gamezone,1,,1,,
com.fire.hd.skull.wallpaper,1,,1,,
com.netpulse.mobile.tedingvanberkhout,1,,1,,
wolfoo.musicjump.dancing.runnergame,1,,1,,
com.languagedrops.drops.learn.learning.speak.language.thai.words,1,,1,,
wear.watchfaces.strongpinkpurplewatchface,1,,1,,
com.spilgames.OperateNow2,1,,1,,
ginlemon.sltheme.whiteshow,1,,1,,
com.natural.phenomena,1,,1,,
com.bahiaprincipe.bahiaprincipehotels,1,,1,,
com.samsung.accessory,1,,1,,
ru.mts.live.app,1,,1,,
com.suenovela.reader,1,,1,,
com.woodenblockpuzzle.casual.game,1,,1,,
com.rsupport.rs.activity.kbstar,1,,1,,
com.etips.hongkongdisneyland.travel.guide,1,,1,,
com.schoolbridge.thenurtuarypreschool,1,,1,,
com.ikeyboard.theme.dreamcatcher2,1,,1,,
com.softpauer.f1timingapp2014.basic,1,,1,,
br.gov.cliqueescola,1,,1,,
com.tapnation.athleticrush,1,,1,,
com.randomlogicgames.wordsearch,1,,1,,
com.bravestars.redandblue.stickman.adventure,1,,1,,
dance.workout.home.fitness,1,,1,,
com.hd.night.sky.wallpaper,1,,1,,
com.exdwatchface.exd076_coral_charm,1,,1,,
com.pentabit.long.screenshot.capture.full.screen,1,,1,,
com.artifexmundi.eventide.gp.full,1,,1,,
com.ovilex.flightsim2018,1,,1,,
com.tribeplay.toycars.fun,1,,1,,
pizza.game.toddlers.and.kids,1,,1,,
com.onoco,1,,1,,
com.dominik.kotlarORDE4x4,1,,1,,
com.yx.sniperkiller,1,,1,,
com.king.diamonddiariessaga,1,,1,,
com.conselhodofuturoapp.mobile,1,,1,,
building.house.sort.puzzle.games,1,,1,,
com.booking.hotelmanager,1,,1,,
exam.mcat,1,,1,,
com.kmsp.android.weather,1,,1,,
com.sinyee.babybus.natural,1,,1,,
com.nbt.vrtour,1,,1,,
equalizer.bassbooster.pay,1,,1,,
com.HCMUS.Coding4Kids,1,,1,,
com.gokids.quartet,1,,1,,
com.imayi.earthschoolfree,1,,1,,
com.gamoper.candysweetstory.free,1,,1,,
com.navitime.local.trafficmap,1,,1,,
chat.saya,1,,1,,
notepad.note.notas.notes.notizen.folder,1,,1,,
com.teachersguidegrade10.books,1,,1,,
princess.hair.games,1,,1,,
wallforapps.top.anime.wallpaper,1,,1,,
com.thewayapp.mobile,1,,1,,
com.pixelrespawn.linkboy,1,,1,,
com.superchinese,1,,1,,
io.yarsa.games.marriage,1,,1,,
com.playstrom.drawonepart,1,,1,,
com.forefo.men_hair_color_ideas,1,,1,,
net.mm2d.timer,1,,1,,
com.mathgame.riddles.puzzles.brain.teasers,1,,1,,
phonetracker.locationtracker.gpstracker.familylocator,1,,1,,
de.pnpq.peaklocator,1,,1,,
com.book.bible,1,,1,,
jp.co.imagineer.kanken.start,1,,1,,
es.aeat.pin24h,1,,1,,
com.watchfacestudio.RedRock,1,,1,,
com.kayac.drawSaber,1,,1,,
ir.torob,1,,1,,
bin.file.opener,1,,1,,
com.passportparking.mobile.cincyezpark,1,,1,,
com.offlinedictionary.enfermagem,1,,1,,
com.lutech.authenticator,1,,1,,
com.sap.sdm.android,1,,1,,
com.lutech.caculatorlock,1,,1,,
in.banaka.bsb.bharatiya.sakshya.adhiniyam.hindi,1,,1,,
org.smart_guide.smartguide.trujillo,1,,1,,
gosoft.allcountriesprosimulatorsecond,1,,1,,
com.slothwerks.meteorfall,1,,1,,
com.doll.decor.dressup.game,1,,1,,
com.armcalculator.adjustablemortgagecalculator,1,,1,,
com.g5e.paranormalsocietypg.android,1,,1,,
com.kwgames.packagefactory,1,,1,,
rammuthuramcinemas.ticketnew.android.ui,1,,1,,
com.gamehouse.mm,1,,1,,
com.kidzooly.kids_coloring_book,1,,1,,
com.freeplay.runandfight,1,,1,,
com.eventsair.impactenviro.waste24,1,,1,,
com.storyshots.android,1,,1,,
com.amobear.mood.tracker.journal,1,,1,,
com.square_enix.FFIXww.android_googleplay,1,,1,,
com.o16i.simultane.german,1,,1,,
tri.peaks.solitaire.home.design,1,,1,,
com.skyraan.healthtips,1,,1,,
com.possible_mobile,1,,1,,
dailybend.bend.stretch.flexibility.fitness.exercise.back,1,,1,,
com.sangotech.tapnow,1,,1,,
com.lego.common.legoplay,1,,1,,
com.AARe.AR05,1,,1,,
com.jinshigames.wuguan,1,,1,,
com.bekids.gogotown.puzzle,1,,1,,
com.newspaperdirect.seehua.android,1,,1,,
com.google.android.apps.accessibility.auditor,1,,1,,
com.mystylinglounge.android_princess_salon2,1,,1,,
tj.alif.mobi,1,,1,,
com.natewren.themecraft,1,,1,,
com.cleverapps.zenmatch,1,,1,,
com.watchfacestudio.Techblue,1,,1,,
com.pavahainc.babyfunnyfacecamera,1,,1,,
com.simplywallst.app,1,,1,,
com.watchfacestudio.pace.galaxydesign,1,,1,,
com.matchingham.mortarclash,1,,1,,
com.grice.dialer,1,,1,,
us.mathlab.android,1,,1,,
age.of.tanks.warriors.battlefield.td,1,,1,,
com.gocagameapps.delete,1,,1,,
com.pixelberrystudios.choices,1,,1,,
com.appleappstudio.learnnumbers,1,,1,,
com.reachplc.stokesentinel,1,,1,,
com.optumhealth.mobile.myLivewell,1,,1,,
com.podkicker,1,,1,,
com.simplicity.wyspakrzyzowek,1,,1,,
com.meemu.flashcards,1,,1,,
horoscope.astrology.zodiac.sign.daily,1,,1,,
com.edurev.armycadetcollege,1,,1,,
com.bacon.bc29.car.survival.game,1,,1,,
com.kevinbradford.games.thirdgrade,1,,1,,
com.dewmobile.kuaiya.web,1,,1,,
com.gimzat.tunnel.rush,1,,1,,
com.mind.quiz.brainout2,1,,1,,
com.ioslauncher.plugin.locker,1,,1,,
com.oddrobo.kingofmathjr2,1,,1,,
com.swidrinc.space_wallpaper2023,1,,1,,
com.czechgames.codenamesdigital,1,,1,,
com.xphotokit.scanner,1,,1,,
com.amoledwatchfaces.textTime,1,,1,,
com.gaimstudio.knightage,1,,1,,
com.planetart.photoart,1,,1,,
ru.gosuslugi.school,1,,1,,
com.techseersolutions.marineengmcqsinterviewapp,1,,1,,
com.zplay.Screw,1,,1,,
com.latam.xp,1,,1,,
com.moe.charatcer,1,,1,,
jp.com.snow.contactsxpro,1,,1,,
com.cscmobi.puzzle.carjam,1,,1,,
com.threehp012.heroes.shooter.rpg.adventure.action.game,1,,1,,
com.sunexpress.app,1,,1,,
com.greencopper.mcmbirmingham,1,,1,,
com.futorum.h13,1,,1,,
com.watchfacestudio.ooglyexcelente,1,,1,,
com.Playflame.Grabber,1,,1,,
com.watchfacestudio.samwatch_infoblock_9,1,,1,,
com.hundred_worlds_game.escaperoomchallenge,1,,1,,
kr.sira.thread,1,,1,,
com.watchfacestudio.md330,1,,1,,
com.mobirix.ldttm2,1,,1,,
com.fortune.sim.game.cash,1,,1,,
com.yourchristiandate,1,,1,,
com.hexa.coin.sort.puzzle.sorting,1,,1,,
com.gangster.games.crime.mafia.city,1,,1,,
com.mcpeppergames.ColorDefensePremium2,1,,1,,
com.eyougame.yokaitamer.en,1,,1,,
com.OneLife2Care.Osteoporosis,1,,1,,
com.rzrdesign.demake,1,,1,,
com.mksoftmaker.textrepeaterpremium,1,,1,,
com.devgroup.parents,1,,1,,
com.antonbermes.loancalculator,1,,1,,
com.one.line.dotconnect.quiz.fun.filter,1,,1,,
com.perfectlyhappy.meditation,1,,1,,
com.stupendousgame.speedometer.hud.vs,1,,1,,
com.eduven.cg.macau,1,,1,,
com.rud.runcandyrun,1,,1,,
com.pivotgames.flowerpuzzle.gp,1,,1,,
com.orange.circle.crash.blocky.race,1,,1,,
com.smule.studio,1,,1,,
screw.puzzle.nuts.bolts.pin.wood.games,1,,1,,
com.mtr.mtrmobile,1,,1,,
com.epson.tmutility,1,,1,,
com.plaky.android,1,,1,,
com.sfr.android.vvm,1,,1,,
com.playfortune.seek,1,,1,,
com.kahunas.io.EXCEEDIT,1,,1,,
com.sixty9design.thegame,1,,1,,
com.sensornotes.findorangecats,1,,1,,
com.ASGdev.PocketZONE2,1,,1,,
com.battlecreek.americanmarksman,1,,1,,
com.keyboardthemes.designkeyboard.stylish.fancy,1,,1,,
com.radio.sangiuseppe,1,,1,,
powgames.home.design.makeover,1,,1,,
com.mircea.pockettimetable,1,,1,,
com.gamehouse.jms2.jewel.match.royale.solitaire.puzzle.relax.cards.logic.classic,1,,1,,
com.watchfacestudio.nova_terra,1,,1,,
com.crazylabs.foot.doctor,1,,1,,
hotsiberians.idle.military.operation.army.mission.tycoon,1,,1,,
com.sparklingsocietyworld.fantasyforgesim,1,,1,,
com.miracle.pokepettrain.an,1,,1,,
com.cooking.earth.madness.sc.tp,1,,1,,
com.watchfacestudio.knight,1,,1,,
com.dvloper.thechildofslendrina,1,,1,,
com.g5e.pyramidofmahjong.android,1,,1,,
com.watchfacestudio.kna018,1,,1,,
com.cookapps.ff.matchingmatters,1,,1,,
com.edmingle.codeanddebug,1,,1,,
com.mortician.empire.idle,1,,1,,
com.appdocom.backgrouchanger,0,empty privacy block,1,,
com.gamesforgirlsfree.office,1,,1,,
dk.tactile.beebrilliantblast,1,,1,,
com.dragonpass.en.mceur,1,,1,,
com.netpulse.mobile.matrixhomefitness,1,,1,,
com.airthings.app.android,1,,1,,
com.owhit.animelivewallpaper,1,,1,,
com.radio.alhouda,1,,1,,
com.rvappstudios.match3_balloon_puzzle_game,1,,1,,
com.budgestudios.MissHollywood_google,1,,1,,
com.meniapps.loudpolice.sirensound.policesiren.light,1,,1,,
com.adventureislands.poorbunny,1,,1,,
com.firstgames.girlhunter_global,1,,1,,
com.belkatechnologies.hh,1,,1,,
com.ntrack.studio.eight.pro,1,,1,,
com.gamee.heropyramid,1,,1,,
com.musicnotes.xamarin.android.smv,1,,1,,
com.offlinedictionary.law,1,,1,,
com.games.webmaster,1,,1,,
com.overstock,1,,1,,
com.barisefe.uknewspapers,1,,1,,
com.joycity.potc,1,,1,,
com.peoplevine.com.member.paradisochs.com,1,,1,,
com.iscoolentertainment.gin.rummy,1,,1,,
com.kingim.triviaking,1,,1,,
com.giraffegames.realtennis,1,,1,,
com.duoduo.games.character,1,,1,,
com.softtowelgames.wordmonger.android,1,,1,,
com.dominusmathias.dm141,1,,1,,
com.sonypicturestelevision.WheelPuzzlePop,1,,1,,
diet.mydiabetes,1,,1,,
com.nhn.dds,1,,1,,
com.imayi.dinoabc2,1,,1,,
com.asobimo.avabel_gp_b3,1,,1,,
com.elorgan17.ref19417,1,,1,,
com.epson.projector.onlinemeetings,1,,1,,
th.co.invp.majorcineplexcambodia,1,,1,,
games.elia.peoplesay,1,,1,,
transformer.cyborg.live.wallpaper.keyboard,1,,1,,
com.mobirix.scvb,1,,1,,
kila.thewateroflife,1,,1,,
dev.SellAnnuityPayment.VideoLiveWallpaper,1,,1,,
com.cerisegames.thelastgarden,1,,1,,
com.mobile.bizo.rotate,1,,1,,
com.zhenwingchun.kungfu.trainer,1,,1,,
com.bitrix.preschool.kids.game,1,,1,,
com.yunbu.nonogram.puzzle,1,,1,,
com.birdzi.harpsfood,1,,1,,
com.watchfacestudio.GreenFireflyQuartz,1,,1,,
com.cartoonifyphotos.photoeditor.apps,1,,1,,
com.swidrinc.cutewallpapers2023,1,,1,,
com.education.tool.aimath.easymath,1,,1,,
com.healersquestgame.healersquest,1,,1,,
ru.androidtools.cosmo_connect_game_star_puzzle_dots,1,,1,,
com.adriaandejongh.secretshuffle,1,,1,,
com.mobifitness.grosport890799,1,,1,,
com.kingkodestudio.classicracing,1,,1,,
com.sangam.khandayat,1,,1,,
com.hd.autumn.wallpaper.fall.background,1,,1,,
com.swash.transitworld.frankfurt,1,,1,,
com.medpresso.buzz,1,,1,,
com.lunarlabsoftware.grouploop,1,,1,,
com.transcendent.shinobi,1,,1,,
com.ghost.horror.scary.wallpaper.offline,1,,1,,
com.bigfishgames.cascadef2p.google,1,,1,,
com.bitmango.go.wordcookiescross,1,,1,,
com.ffsvideogames.il8f2p,1,,1,,
com.zee24ghanta.news,1,,1,,
com.colorcraze.cloringchallenge,1,,1,,
com.prison.escape.challenge,1,,1,,
com.watchfacestudio.lihtnes067,1,,1,,
com.gls.color.ball.sort,1,,1,,
com.netvariant.lebara,1,,1,,
com.parents_care.positive_affirmation,1,,1,,
com.greentech.quran,1,,1,,
co.kr.alist.a200words,1,,1,,
com.cookapps.bm.unknownknight,1,,1,,
com.teachyourmonstertoread.tmapp,1,,1,,
com.football.star,1,,1,,
com.pixio.google.me.is.king,1,,1,,
com.eduven.cg.nairobi,1,,1,,
com.kayac.balloon_crusher,1,,1,,
events.socio.app2915,1,,1,,
com.AAA.h024,1,,1,,
com.nbcuni.ahapp,1,,1,,
com.aldagames.thewalkdead,1,,1,,
com.watchfacestudio.treestepswatchface,1,,1,,
com.BFF.watchfacestudio.bff47_animation.bff.technology.hud.drone.rocket,1,,1,,
color.dev.com.whatsremoved,1,,1,,
com.hutchgames.nascar,1,,1,,
air.com.bartbonte.red,1,,1,,
com.digipom.easymetronome,1,,1,,
com.salesforce.authenticator,1,,1,,
com.miga.animals.google,1,,1,,
edu.mit.octostudio,1,,1,,
com.airbeamtv.roku,1,,1,,
com.newspaperdirect.cd.android.hc,1,,1,,
com.gps.frustrating.puzzle.game,1,,1,,
com.MateStudio.makeuprepaircasual,1,,1,,
com.learnarabiclanguage.speakarabicinenglish.arabicspeakingcourse,1,,1,,
hu.crabs.kidpopgames,1,,1,,
it.sourcenetitalia.appmanager,1,,1,,
com.wave.keyboard.theme.purpledreamkeyboard,1,,1,,
com.kidzapp,1,,1,,
com.mm.dss.agile.vdp.cn,1,,1,,
in.plackal.lovecyclesfree,1,,1,,
com.imayi.dinokidsmath,1,,1,,
com.sunsetgames.perfectsmile,1,,1,,
com.tapstargames.boulderdash30,1,,1,,
gov.va.mobilehealth.ppcea,1,,1,,
com.songs_mhrganat_new_2021_gghhtrrf,1,,1,,
com.pavahainc.thuglifepictureeditor,1,,1,,
com.watchfacestudio.rhs56wr,1,,1,,
freecell.solitaire.card.games.free.carta.blanca,1,,1,,
com.notasimplestudio.webnovelfull,1,,1,,
com.musicplayer.musicapps.mp3player.offlinemusic,1,,1,,
com.BFF.watchfacestudio.bff123_blackboardart,1,,1,,
com.newspaperdirect.southernriverina.android,1,,1,,
jp.co.hit_point.kigurumusic,1,,1,,
